Symboling,NormalizedLosses,Make,FuelType,Aspiration,NumOfDoors,BodyStyle,DriveWheels,EngineLocation,WheelBase,Length,Width,Height,CurbWeight,EngineType,NumOfCylinders,EngineSize,FuelSystem,Bore,Stroke,CompressionRatio,Horsepower,PeakRPM,CityMPG,HighwayMPG,Price,id,name,changedOn,changedById,changedByName,deleted
0,128,nissan,gas,std,four,sedan,fwd,front,100.4,181.7,66.5,55.1,3095,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,17,22,13499,1e155578-785f-4bdc-ac42-9d158c11a9df,nissan gas std sedan,,,,FALSE
0,108,nissan,gas,std,four,wagon,fwd,front,100.4,184.6,66.5,56.1,3296,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,17,22,14399,ab7fff36-cbb9-4def-9619-9ab8eda5ca83,nissan gas std wagon,,,,FALSE
0,108,nissan,gas,std,four,sedan,fwd,front,100.4,184.6,66.5,55.1,3060,ohcv,six,181,mpfi,3.43,3.27,9,152,5200,19,25,13499,131f2854-6f02-4aae-9925-653b7aa2f0f1,nissan gas std sedan,,,,FALSE
3,194,nissan,gas,std,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3071,ohcv,six,181,mpfi,3.43,3.27,9,160,5200,19,25,17199,b97f1477-3182-4479-abe7-2f86160a3569,nissan gas std hatchback,,,,FALSE
3,194,nissan,gas,turbo,two,hatchback,rwd,front,91.3,170.7,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200,5200,17,23,19699,c68b76f9-7ae6-4483-9e10-c9ab4116b624,nissan gas turbo hatchback,,,,FALSE
1,231,nissan,gas,std,two,hatchback,rwd,front,99.2,178.5,67.9,49.7,3139,ohcv,six,181,mpfi,3.43,3.27,9,160,5200,19,25,18399,01244489-e0df-42d9-8777-d9527ffec01e,nissan gas std hatchback,,,,FALSE
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3020,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,11900,bc35d8ef-ddd0-4a1d-8e8a-138550b8217f,peugot gas std sedan,,,,FALSE
0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3197,l,four,152,idi,3.7,3.52,21,95,4150,28,33,13200,753d109c-8667-4b06-8bd8-711e470e0a1f,peugot diesel turbo sedan,,,,FALSE
0,?,peugot,gas,std,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3230,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,12440,60159bf2-8429-49bd-85df-eaad914e4ed0,peugot gas std wagon,,,,FALSE
0,?,peugot,diesel,turbo,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3430,l,four,152,idi,3.7,3.52,21,95,4150,25,25,13860,49f9a1f4-df5e-49dc-9b27-035365fe42e7,peugot diesel turbo wagon,,,,FALSE
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,15580,d4fd14f2-a825-4c30-9650-e3bef30a5eba,peugot gas std sedan,,,,FALSE
0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21,95,4150,28,33,16900,51554889-f24a-404f-b03c-6f8e0e668fa6,peugot diesel turbo sedan,,,,FALSE
0,?,peugot,gas,std,four,wagon,rwd,front,114.2,198.9,68.4,56.7,3285,l,four,120,mpfi,3.46,2.19,8.4,95,5000,19,24,16695,03bbceac-b3d5-49ac-aa82-e85e6dd62e4e,peugot gas std wagon,,,,FALSE
0,?,peugot,diesel,turbo,four,wagon,rwd,front,114.2,198.9,68.4,58.7,3485,l,four,152,idi,3.7,3.52,21,95,4150,25,25,17075,7aaaeb24-c729-4173-8e3d-a20b1f85e1aa,peugot diesel turbo wagon,,,,FALSE
0,161,peugot,gas,std,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3075,l,four,120,mpfi,3.46,3.19,8.4,97,5000,19,24,16630,592905a6-34f6-4b1d-a8d7-81a6eb5e4a50,peugot gas std sedan,,,,FALSE
0,161,peugot,diesel,turbo,four,sedan,rwd,front,107.9,186.7,68.4,56.7,3252,l,four,152,idi,3.7,3.52,21,95,4150,28,33,17950,61fe4c67-d799-4282-a6e4-e6562c80e93b,peugot diesel turbo sedan,,,,FALSE
0,161,peugot,gas,turbo,four,sedan,rwd,front,108,186.7,68.3,56,3130,l,four,134,mpfi,3.61,3.21,7,142,5600,18,24,18150,04ee6f0f-d894-47f5-bfb8-6452f68de335,peugot gas turbo sedan,,,,FALSE
1,119,plymouth,gas,std,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,37,41,5572,88df1d32-383e-4021-958b-5389b75047b3,plymouth gas std hatchback,,,,FALSE
1,119,plymouth,gas,turbo,two,hatchback,fwd,front,93.7,157.3,63.8,50.8,2128,ohc,four,98,spdi,3.03,3.39,7.6,102,5500,24,30,7957,d89135d6-159c-425b-8d90-579ae187b6ae,plymouth gas turbo hatchback,,,,FALSE
1,154,plymouth,gas,std,four,hatchback,fwd,front,93.7,157.3,63.8,50.6,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6229,1305dd88-e6bd-4c87-8df3-82014f2e17a4,plymouth gas std hatchback,,,,FALSE
1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68,5500,31,38,6692,2dd53bfd-da01-4cee-b35a-c845e42634ac,plymouth gas std sedan,,,,FALSE
1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,167.3,63.8,50.8,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68,5500,31,38,7609,c93dda7d-c909-4064-bb6a-f6d71153ffb2,plymouth gas std sedan,,,,FALSE
-1,74,plymouth,gas,std,four,wagon,fwd,front,103.3,174.6,64.6,59.8,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88,5000,24,30,8921,4f0708e2-eff5-4ebb-b242-220784b66521,plymouth gas std wagon,,,,FALSE
3,?,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,173.2,66.3,50.2,2818,ohc,four,156,spdi,3.59,3.86,7,145,5000,19,24,12764,b9430e7e-5c44-44eb-a076-6841647f1205,plymouth gas turbo hatchback,,,,FALSE
3,186,porsche,gas,std,two,hatchback,rwd,front,94.5,168.9,68.3,50.2,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143,5500,19,27,22018,de9181b0-5fc5-4e25-8284-4071fe5f74dd,porsche gas std hatchback,,,,FALSE
3,?,porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,32528,f81a620d-aa3c-4e8e-8617-68abdf426187,porsche gas std hardtop,,,,FALSE
3,?,porsche,gas,std,two,hardtop,rwd,rear,89.5,168.9,65,51.6,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,34028,dcc5d34d-eefd-4835-a4ab-b3a5854d07e7,porsche gas std hardtop,,,,FALSE
3,?,porsche,gas,std,two,convertible,rwd,rear,89.5,168.9,65,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207,5900,17,25,37028,bc9c4ea0-e8e1-4048-bee9-a551923d6a53,porsche gas std convertible,,,,FALSE
1,?,porsche,gas,std,two,hatchback,rwd,front,98.4,175.7,72.3,50.5,3366,dohcv,eight,203,mpfi,3.94,3.11,10,288,5750,17,28,?,3254d0ce-78be-4ea3-8b18-3a6d0b050aa6,porsche gas std hatchback,,,,FALSE
0,?,renault,gas,std,four,wagon,fwd,front,96.1,181.5,66.5,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,?,?,23,31,9295,857a6b47-01c6-4c5a-98d0-c5b77bb51e1c,renault gas std wagon,,,,FALSE
2,?,renault,gas,std,two,hatchback,fwd,front,96.1,176.8,66.6,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,?,?,23,31,9895,fca153db-448f-4ca7-81d9-de18bf75f05f,renault gas std hatchback,,,,FALSE
3,150,saab,gas,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110,5250,21,28,11850,32339bb2-5605-4ab5-b052-0f36e7731778,saab gas std hatchback,,,,FALSE
2,104,saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,12170,c2a6c18c-725c-423f-b249-931a9bd78de2,saab gas std sedan,,,,FALSE
3,150,saab,gas,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110,5250,21,28,15040,1528ffb2-9a20-43c0-9ac1-5b485560511b,saab gas std hatchback,,,,FALSE
2,104,saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110,5250,21,28,15510,cbccd276-41ff-4bb6-a8b5-03563cc85f34,saab gas std sedan,,,,FALSE
3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9,160,5500,19,26,18150,1f3e0dce-7cbe-4ee9-8387-7bd5a1d29b3e,saab gas turbo hatchback,,,,FALSE
2,104,saab,gas,turbo,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9,160,5500,19,26,18620,f61a566f-533f-43b6-8250-1cb8e9d4d5f2,saab gas turbo sedan,,,,FALSE
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9,69,4900,31,36,5118,f0ebd158-f2d0-4680-b43b-5f5d6eddedd3,subaru gas std hatchback,,,,FALSE
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,157.9,63.6,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,7053,d745a092-eb67-4b84-9106-48eac95b4c57,subaru gas std hatchback,,,,FALSE
2,83,subaru,gas,std,two,hatchback,4wd,front,93.3,157.3,63.8,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73,4400,26,31,7603,4099873b-d700-43f5-991b-fcb4c1db2529,subaru gas std hatchback,,,,FALSE
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,172,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4800,32,37,7126,11b690cc-9f0f-439c-9bca-4679b3d636b2,subaru gas std sedan,,,,FALSE
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,172,65.4,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82,4400,28,33,7775,10b4a312-b34c-4f16-af87-79212209782c,subaru gas std sedan,,,,FALSE
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,172,65.4,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,26,32,9960,a6576cc6-a066-4688-b19a-dbed6c6283be,subaru gas std sedan,,,,FALSE
0,102,subaru,gas,std,four,sedan,4wd,front,97,172,65.4,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,24,25,9233,908a9663-7845-4a00-8c61-d2481d66860d,subaru gas std sedan,,,,FALSE
0,102,subaru,gas,turbo,four,sedan,4wd,front,97,172,65.4,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,24,29,11259,321a88bc-13e9-4e35-8814-8c78ea7426b3,subaru gas turbo sedan,,,,FALSE
0,89,subaru,gas,std,four,wagon,fwd,front,97,173.5,65.4,53,2290,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,28,32,7463,c02c2301-3a59-4c71-b9b0-525a4f47bce4,subaru gas std wagon,,,,FALSE
0,89,subaru,gas,std,four,wagon,fwd,front,97,173.5,65.4,53,2455,ohcf,four,108,mpfi,3.62,2.64,9,94,5200,25,31,10198,59c48b51-748a-4ec1-b16c-9bc72a7eff4a,subaru gas std wagon,,,,FALSE
0,85,subaru,gas,std,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9,82,4800,23,29,8013,cef6da94-064d-4d2f-8ad3-bee9da182844,subaru gas std wagon,,,,FALSE
0,85,subaru,gas,turbo,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111,4800,23,23,11694,b44c7cef-b0fb-410d-a11d-43ff77e88ce8,subaru gas turbo wagon,,,,FALSE
1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9,62,4800,35,39,5348,12db3a47-796d-4f34-985f-9925f6ce350d,toyota gas std hatchback,,,,FALSE
1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,6338,e9184505-f754-400a-a74b-824bea437fcd,toyota gas std hatchback,,,,FALSE
1,74,toyota,gas,std,four,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,38,6488,45d37302-4b91-4d38-a4ff-23fefa012eab,toyota gas std hatchback,,,,FALSE
0,77,toyota,gas,std,four,wagon,fwd,front,95.7,169.7,63.6,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9,62,4800,31,37,6918,4043c1c1-3426-4002-800b-212484af8821,toyota gas std wagon,,,,FALSE
0,81,toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,7898,f378598f-b0b4-4b0e-91fb-ae36c753ef08,toyota gas std wagon,,,,FALSE
0,91,toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9,62,4800,27,32,8778,0eb817fa-837e-420b-a8e1-8dc866851e8b,toyota gas std wagon,,,,FALSE
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53,2081,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,6938,14d8f0ae-bf47-436f-b4c4-25cb51e15540,toyota gas std sedan,,,,FALSE
0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9,70,4800,30,37,7198,99ada538-03e2-4e68-927a-b66c1cda4a79,toyota gas std hatchback,,,,FALSE
0,91,toyota,diesel,std,four,sedan,fwd,front,95.7,166.3,64.4,53,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,34,36,7898,9a1517d3-3936-4423-b47e-98aa62feb229,toyota diesel std sedan,,,,FALSE
0,91,toyota,diesel,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56,4500,38,47,7788,29cf716b-7b22-4ce4-97bb-aec4178c7ead,toyota diesel std hatchback,,,,FALSE
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53,2094,ohc,four,98,2bbl,3.19,3.03,9,70,4800,38,47,7738,86063021-f087-45cb-8be2-81b1d66d51d8,toyota gas std sedan,,,,FALSE
0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,8358,cfea4b06-6b7a-4975-b0fe-f60a821f472a,toyota gas std hatchback,,,,FALSE
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9,70,4800,28,34,9258,986e2fd2-1242-48cf-94b4-ada9da836ce8,toyota gas std sedan,,,,FALSE
1,168,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8058,ca31ab67-ce58-458b-8b1e-45ec7b36992d,toyota gas std sedan,,,,FALSE
1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9,70,4800,29,34,8238,5b9b6e3d-b81e-4a7b-86a0-374436f5d741,toyota gas std hatchback,,,,FALSE
1,168,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9298,c9508f5b-c63f-4026-b563-37d646893faa,toyota gas std sedan,,,,FALSE
1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112,6600,26,29,9538,acf8c309-cda8-41c2-b4e7-b5161ee43d92,toyota gas std hatchback,,,,FALSE
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,8449,57a7bf04-ad96-4250-b528-210289b82394,toyota gas std hardtop,,,,FALSE
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9639,dcbd396a-b373-411d-a8fa-034c34808aef,toyota gas std hardtop,,,,FALSE
2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,9989,63fceba6-ae62-4d91-afa5-dacffef1f331,toyota gas std hatchback,,,,FALSE
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11199,c00bf4e1-6351-44b7-b3b2-81ce1ad37a54,toyota gas std hardtop,,,,FALSE
2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,11549,45b30242-ea9f-470c-a46b-1405820a5429,toyota gas std hatchback,,,,FALSE
2,134,toyota,gas,std,two,convertible,rwd,front,98.4,176.2,65.6,53,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116,4800,24,30,17669,b34fccf1-f4ca-47ee-9cb3-52795a2ff72f,toyota gas std convertible,,,,FALSE
-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,29,34,8948,24a0a718-aad6-453a-a81d-b1debe15f95a,toyota gas std sedan,,,,FALSE
-1,65,toyota,diesel,turbo,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,30,33,10698,f359a23c-3f9b-4fcc-9135-1eacf48caf00,toyota diesel turbo sedan,,,,FALSE
-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,9988,b4c1c496-22ea-410d-ad1d-0bd18fc74ddd,toyota gas std hatchback,,,,FALSE
-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,10898,7ee890b1-58b5-46a0-b517-d4c8e13b5bf1,toyota gas std sedan,,,,FALSE
-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,27,32,11248,9c9cc88b-8b3b-40de-845e-e460db92c841,toyota gas std hatchback,,,,FALSE
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,20,24,16558,8cdeabd5-6d8a-4ab0-be0b-e51a4719303b,toyota gas std hatchback,,,,FALSE
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,19,24,15998,fa8cf1fc-e567-4444-a57a-b5c9b77d05a9,toyota gas std hatchback,,,,FALSE
-1,90,toyota,gas,std,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,20,24,15690,58b22f04-c586-41b5-a7e3-913a7c461f29,toyota gas std sedan,,,,FALSE
-1,?,toyota,gas,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156,5200,19,24,15750,8e3832e4-568b-4f72-8e33-88fd71e1719a,toyota gas std wagon,,,,FALSE
2,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,7775,0c6e85c4-b877-4cc6-9f26-876d828d3549,volkswagen diesel std sedan,,,,FALSE
2,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,7975,b1242f08-23b7-4307-bfcd-2559c2ee6fc9,volkswagen gas std sedan,,,,FALSE
2,94,volkswagen,diesel,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264,ohc,four,97,idi,3.01,3.4,23,52,4800,37,46,7995,9289aa91-aea3-426e-8e8a-a01a69bcdb76,volkswagen diesel std sedan,,,,FALSE
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8195,621dee3d-0393-4ac6-8f10-a9f06f197aea,volkswagen gas std sedan,,,,FALSE
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9,85,5250,27,34,8495,6b3942c9-3f6f-4d72-8634-fd7c6d2371f7,volkswagen gas std sedan,,,,FALSE
2,94,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23,68,4500,37,42,9495,8a28b698-129c-46b2-bbb4-6aa94fa43fc4,volkswagen diesel turbo sedan,,,,FALSE
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10,100,5500,26,32,9995,e249df66-9b8c-4642-82e7-940ad835294d,volkswagen gas std sedan,,,,FALSE
3,?,volkswagen,gas,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,11595,e5292ba0-9a2f-4458-98e3-31caa1cdc114,volkswagen gas std convertible,,,,FALSE
3,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,165.7,64,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90,5500,24,29,9980,e1753ab5-82b4-44f8-bfb7-0b0ecb2872bb,volkswagen gas std hatchback,,,,FALSE
0,?,volkswagen,gas,std,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110,5500,19,24,13295,070974f0-cafc-4ec9-80e3-32f7246dce5e,volkswagen gas std sedan,,,,FALSE
0,?,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579,ohc,four,97,idi,3.01,3.4,23,68,4500,33,38,13845,d4cb25a2-79f8-451f-bf75-23baf156fd97,volkswagen diesel turbo sedan,,,,FALSE
0,?,volkswagen,gas,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9,88,5500,25,31,12290,41947bfc-2636-4151-912c-85a792e2b5e3,volkswagen gas std wagon,,,,FALSE
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,12940,3ab44b5a-81be-424b-b94b-b9b2729a6b93,volvo gas std sedan,,,,FALSE
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,13415,d6a95f6e-c21f-48ed-9227-c5b237da0ed7,volvo gas std wagon,,,,FALSE
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,15985,46459d83-5dc8-4711-ba2c-fe2c7361f0c8,volvo gas std sedan,,,,FALSE
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,24,28,16515,41105daa-73b3-44a2-b7dc-f578415b0844,volvo gas std wagon,,,,FALSE
-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18420,c0b04624-0436-4fd9-beec-5b5e29c47110,volvo gas turbo sedan,,,,FALSE
-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,17,22,18950,adc06618-634f-402a-80e1-49031b1c7b60,volvo gas turbo wagon,,,,FALSE
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,23,28,16845,4a4e762c-541b-4b96-93bc-3e11891301e9,volvo gas std sedan,,,,FALSE
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,19,25,19045,edd7112c-9a85-496b-92c6-ad9588292214,volvo gas turbo sedan,,,,FALSE
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,18,23,21485,c3e25390-e522-4b94-b832-efe308238b73,volvo gas std sedan,,,,FALSE
-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217,ohc,six,145,idi,3.01,3.4,23,106,4800,26,27,22470,cfd910f3-f4cb-4b13-96f0-acbdc4d4db15,volvo diesel turbo sedan,,,,FALSE
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,19,25,22625,f816d8c4-d6f4-4786-9bc1-08601937ef9c,volvo gas turbo sedan,,,,FALSE
